"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 18 15:44:54 GMT 2025","Tue Mar 18 15:44:55 GMT 2025","1440","PUT Product API tests","","","","","should receive 403 as client",""
"passed","Tue Mar 18 15:45:09 GMT 2025","Tue Mar 18 15:45:10 GMT 2025","880","Navbar tests","","","","","should display correct number of cart items",""
"passed","Tue Mar 18 15:44:48 GMT 2025","Tue Mar 18 15:44:48 GMT 2025","43","Register API tests","","","","","should get 400 on invalid username",""
"passed","Tue Mar 18 15:44:44 GMT 2025","Tue Mar 18 15:44:45 GMT 2025","1446","PUT Cart Item API tests","","","","","should get 404 with non-existent product",""
"passed","Tue Mar 18 15:45:08 GMT 2025","Tue Mar 18 15:45:09 GMT 2025","1054","Navbar tests","","","","","should logout on movile view",""
"passed","Tue Mar 18 15:44:58 GMT 2025","Tue Mar 18 15:45:00 GMT 2025","1749","Login page","","","","","should login successfully",""
"passed","Tue Mar 18 15:44:35 GMT 2025","Tue Mar 18 15:44:36 GMT 2025","808","POST Cart Items API tests","","","","","should get 401 without token",""
"passed","Tue Mar 18 15:43:57 GMT 2025","Tue Mar 18 15:43:57 GMT 2025","43","POST Product API tests","","","","","should receive 401 without proper token",""
"passed","Tue Mar 18 15:45:23 GMT 2025","Tue Mar 18 15:45:24 GMT 2025","1352","Register tests in isolation","","","","","should fail to register if user already exists",""
"passed","Tue Mar 18 15:45:07 GMT 2025","Tue Mar 18 15:45:08 GMT 2025","972","Navbar tests","","","","","should logout",""
"passed","Tue Mar 18 15:44:48 GMT 2025","Tue Mar 18 15:44:49 GMT 2025","386","Register API tests","","","","","should get 400 if username already exists",""
"passed","Tue Mar 18 15:44:48 GMT 2025","Tue Mar 18 15:44:48 GMT 2025","397","Register API tests","","","","","should successfully register user",""
"passed","Tue Mar 18 15:45:04 GMT 2025","Tue Mar 18 15:45:05 GMT 2025","1288","Navbar tests","","","","","should open products page",""
"passed","Tue Mar 18 15:44:15 GMT 2025","Tue Mar 18 15:44:17 GMT 2025","1613","DELETE Product API tests","","","","","should receive 403 as client",""
"passed","Tue Mar 18 15:44:32 GMT 2025","Tue Mar 18 15:44:33 GMT 2025","1557","POST Cart Items API tests","","","","","should successfully add item to cart",""
"passed","Tue Mar 18 15:44:25 GMT 2025","Tue Mar 18 15:44:25 GMT 2025","43","GET Product by ID API tests","","","","","should receive 401 when retrieving product without token",""
"passed","Tue Mar 18 15:43:55 GMT 2025","Tue Mar 18 15:43:57 GMT 2025","1822","POST Product API tests","","","","","should successfully create product as admin (200)",""
"passed","Tue Mar 18 15:44:29 GMT 2025","Tue Mar 18 15:44:29 GMT 2025","36","GET Products API tests","","","","","should get 401 without token",""
"passed","Tue Mar 18 15:44:23 GMT 2025","Tue Mar 18 15:44:25 GMT 2025","1553","GET Product by ID API tests","","","","","should successfully retrieve product by ID (200)",""
"passed","Tue Mar 18 15:43:57 GMT 2025","Tue Mar 18 15:43:57 GMT 2025","791","POST Product API tests","","","","","should receive 400 if invalid stockQuantity",""
"passed","Tue Mar 18 15:44:25 GMT 2025","Tue Mar 18 15:44:26 GMT 2025","743","GET Product by ID API tests","","","","","should receive 404 when product ID does not exist",""
"passed","Tue Mar 18 15:44:53 GMT 2025","Tue Mar 18 15:44:54 GMT 2025","768","PUT Product API tests","","","","","should receive 401 without token",""
"passed","Tue Mar 18 15:44:43 GMT 2025","Tue Mar 18 15:44:44 GMT 2025","789","PUT Cart Item API tests","","","","","should get 401 without token",""
"passed","Tue Mar 18 15:44:05 GMT 2025","Tue Mar 18 15:44:07 GMT 2025","2017","DELETE Cart Item API tests","","","","","should successfully remove item from cart",""
"passed","Tue Mar 18 15:45:21 GMT 2025","Tue Mar 18 15:45:23 GMT 2025","1966","Register tests in isolation","","","","","should successfully register new user",""
"passed","Tue Mar 18 15:44:07 GMT 2025","Tue Mar 18 15:44:08 GMT 2025","961","DELETE Cart Item API tests","","","","","should get 401 without token",""
"passed","Tue Mar 18 15:45:17 GMT 2025","Tue Mar 18 15:45:18 GMT 2025","1035","Products page isolated tests","","","","","should display all products",""
"passed","Tue Mar 18 15:45:00 GMT 2025","Tue Mar 18 15:45:01 GMT 2025","863","Login page","","","","","should fail to login",""
"passed","Tue Mar 18 15:45:05 GMT 2025","Tue Mar 18 15:45:06 GMT 2025","948","Navbar tests","","","","","should open profile page",""
"passed","Tue Mar 18 15:44:21 GMT 2025","Tue Mar 18 15:44:21 GMT 2025","39","GET Cart API tests","","","","","should get 401 without token",""
